,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.03347246409885539,0.012090670435851358,0.036086793665004814,0.02882463341833364,0.027522460762874124,0.009406274922122681,0.023839486709373615,0.009090780004676755,0.009021702631064315,0.009392068858738549,0.009090719255401829,0.009052343108338414
