,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.5386842669163695,0.5315409886763192,0.5306445059392474,0.058783222036003696,0.058952353883177135,0.05840353580082164,0.011519568781988355,0.011499730702893283,0.011344740037509347,0.006160075809797935,0.006246215410475784,0.006164811366315551
