,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.5326844027138645,0.5293916023295858,0.5337348527604748,0.05564961915615923,0.055690647825968935,0.05576053029215484,0.008440539274098617,0.009615090797128885,0.009636806217109009,0.003395154666204746,0.0034017662506157197,0.0034137524936278785
