,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.002912926223611326,0.0029461331764396616,0.0029175292824536723,0.002975485559754646,0.0029865398092675513,0.0029823771309684557,0.0030575444226251533,0.0030200620503989133,0.00303516209406434,0.003054690379804862,0.0030862231352380967,0.0030780617889379852
