,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.006326125897596888,0.00638402929319063,0.006422166514712106,0.007338557163492744,0.007097198858196868,0.007026700312689801,0.00733939285754823,0.00748682704584056,0.007398192634180349,0.00753035348545956,0.007558288588260673,0.0075587473432000025
