,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,151682445133.92368,0.009577449625545985,0.023163272070796777,0.010189573755213031,0.010026425166599314,243119718300678.38,0.02316327203464295,0.023163272180704412,725207405841.8479,0.02316327204331987,0.010428457961978842,0.010326312799209161
