,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3,5_run_1,5_run_2,5_run_3,6_run_1,6_run_2,6_run_3,7_run_1,7_run_2,7_run_3,8_run_1,8_run_2,8_run_3,9_run_1,9_run_2,9_run_3,10_run_1,10_run_2,10_run_3,11_run_1,11_run_2,11_run_3,12_run_1,12_run_2,12_run_3,13_run_1,13_run_2,13_run_3,14_run_1,14_run_2,14_run_3,15_run_1,15_run_2,15_run_3,16_run_1,16_run_2,16_run_3,17_run_1,17_run_2,17_run_3,18_run_1,18_run_2,18_run_3,19_run_1,19_run_2,19_run_3,20_run_1,20_run_2,20_run_3,21_run_1,21_run_2,21_run_3,22_run_1,22_run_2,22_run_3,23_run_1,23_run_2,23_run_3,24_run_1,24_run_2,24_run_3
#epoch,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#training loss final,0.02318546940909912,0.01021543511293321,0.010276035526435788,0.02317788927951372,0.030747556364042656,0.034807534744219146,0.02318179030576865,3698688625736.9165,586181.9177886721,0.010320140687163469,0.01134658376210522,0.01031186638238491,0.011740631416321793,0.017830494380391696,0.011415489880085545,0.022431049743033282,7432249848381.17,241.72228601655814,0.023230194251107818,0.024169334941385054,0.023147848779306784,0.02913688771691946,0.023137591686964772,0.06905901423675634,27083.92406711841,32306813.84821792,0.022431049788087586,0.01034303602038799,0.010289122753462325,0.010169996348016495,0.02418925696782099,0.02409227942505811,0.05089191576154562,0.022431049747038107,0.02317788905893732,0.02243104980650979,0.02346674278552025,0.0233506523275181,0.023368410274432684,0.06388078295041501,0.02315696254979981,0.17392810447841467,0.022441198405529165,0.02316327210550445,0.02244119851024437,0.010496177284700668,0.010161772744892083,0.010481478866212857,0.08584278893385151,0.023258922403238666,0.026332627146024697,0.02244119844824547,0.02244119846377867,0.022441198560057742,0.0247162914045317,0.02545700456964442,0.025069175639496365,0.023138097192374817,0.023213702615535594,0.055227763109163656,0.022441198564610576,0.023163272031750646,0.02244119852792008,0.010203646371930676,0.023163272017289117,0.023163272075135237,34.366241168256806,0.030838032161978925,0.6776995509356746,0.022441198567288715,0.022441198650578816,0.022441198509708743
