,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.009579813075309723,0.011217250034967957,0.009533116240372523,0.009776489972570761,0.009870747812179073,0.009648621585928713,0.00994028198324514,0.010060061782349757,0.012093283411734362,0.010293234629203675,0.010300758323684243,0.011375736701880692
