,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.002725853468381846,0.002716693197364734,0.002798531750881949,0.0027846452720956412,0.0027568496373064112,0.0028163233231601266,0.002868154190385986,0.0028664520081213636,0.002833516193627559,0.0029060023006880426,0.002971200811856004,0.0028868312323798557
