,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.002737840962949099,0.0027766762414668045,0.0027429935909584974,0.00274038786057351,0.002764583652244696,0.0027490520079928213,0.0028138525419042775,0.002787059106645666,0.002754866909481562,0.002783309926892781,0.0027733853458128985,0.00282028129126194
