,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.009237389892602907,0.00927133604367871,0.023163272185042872,0.009447156361981023,2661.1206983465686,1.0899485805012599,0.023163272130089053,0.023163272111289063,0.009630857338848298,0.009336394064420522,15.406254814090989,0.08592936947330057
