,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.005634085360471874,0.005489135013450652,0.0054853694313768036,0.00560777892532323,0.005768071798803775,0.0056161926008671545,0.005657076217694029,0.005916902712898058,0.005804678332565162,0.0058057909188417274,0.00601423520489593,0.005803035686063601
