,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3,5_run_1,5_run_2,5_run_3,6_run_1,6_run_2,6_run_3,7_run_1,7_run_2,7_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.004250003139181815,0.004250003158704881,0.0042500031897971715,0.004250003140989506,0.0025441252967409256,0.004250003158162574,0.002614160303423407,0.002621167504788313,0.004250003170274105,0.0026306834940741457,0.0026423999029558777,0.002583305562484101,0.002973750564367337,0.0028945658327389785,0.0030942057555480656,0.0037674183280479094,0.0036109754817866897,0.004028867829485467,0.004022044189865788,0.004227623766829023,0.003987483239171575
