,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.9653772560435552,0.9580982831240439,0.9618506034830406,0.10509420239334874,0.10474680322611664,0.10547028468120209,0.016629434790427656,0.019918676044780405,0.01667541461267246,0.0113159530225207,0.006807658170427747,0.00685318453661267
