,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.9619422947397883,0.959520412342889,0.9624701879039315,0.09880543601994189,0.09933370414265194,0.100411205095534,0.013352086469646751,0.01310253301808923,0.013131685951227172,0.0039450279661159245,0.004021066156366365,0.004048402781268547
