,1_run_1,1_run_2,1_run_3,2_run_1,2_run_2,2_run_3,3_run_1,3_run_2,3_run_3,4_run_1,4_run_2,4_run_3
#epoch,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
#training loss final,0.0121222064860732,0.012113890396604626,0.012126744037887417,0.012113376323897276,0.01211612064301713,0.012117145580864332,0.01213144669627412,0.012165460628544136,0.012111118288207452,0.00962903909891358,0.012122267288855793,0.009525090412624318
