,1_MSE,1_RMSE,1_NRMSE,1_MAE,1_MAPE
0,0.006045401705551958,0.07775218135558615,0.10935609192065561,0.04378163161518358,1.6484732954154162
1,0.005978238370226467,0.07731906860682213,0.10874693193645868,0.042073474153767616,1.5130177677470749
2,0.006297622874782293,0.0793575634377864,0.11161401327396117,0.04601997640122816,1.787890910299493
3,0.006185672737531415,0.07864904791242813,0.1106175076124165,0.045376005685847466,1.7665926091052846
4,0.005957443149742854,0.07718447479735063,0.10855762981343267,0.043395433285708294,1.6490304578133526
5,0.006153048645412483,0.07844137075174351,0.11032541596588397,0.0441324622215199,1.644364910255073
6,0.006103864595878603,0.0781272333816999,0.10988359125414893,0.04434868697147667,1.6790386757836022
7,0.006204424038327513,0.07876816640196414,0.11078504416591299,0.04403566748106581,1.5821953050513071
8,0.006011265638644241,0.07753235220631605,0.10904690886964281,0.04333969038825407,1.599615235839416
9,0.005909663206257892,0.07687433385895381,0.10812142596196035,0.04396037741230495,1.6920308344963852
